clause_id,doc_id,document,regulation_type,year,pasal,ayat,huruf,angka,source_location,bab,bagian,paragraf,clause_text,word_count,segmentation_note,unit_text_before_atomic_split,is_substantive,non_substantive_reason
C00876,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 43,1,a,1,Pasal 43 ayat 1 huruf a angka 1,BAB IV,Bagian Ketiga,Paragraf 4,Izin Pemanfaatan Langsung atau salinan yang sah,7,angka-level clause,Izin Pemanfaatan Langsung atau salinan yang sah; atau,True,substantive_candidate
C00877,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 43,1,a,2,Pasal 43 ayat 1 huruf a angka 2,BAB IV,Bagian Ketiga,Paragraf 4,Izin Panas Bumi atau salinan yang sah,7,angka-level clause,Izin Panas Bumi atau salinan yang sah;,True,substantive_candidate
C00878,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 43,1,b,,Pasal 43 ayat 1 huruf b,BAB IV,Bagian Ketiga,Paragraf 4,memberitahukan maksud dan tempat kegiatan yang akan dilakukan,8,huruf-level clause,memberitahukan maksud dan tempat kegiatan yang akan dilakukan; dan,True,substantive_candidate
C00879,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 43,1,c,,Pasal 43 ayat 1 huruf c,BAB IV,Bagian Ketiga,Paragraf 4,melakukan penyelesaian atau jaminan penyelesaian yang disetujui oleh pemakai tanah di atas tanah negara dan/atau pemegang hak sebagaimana dimaksud dalam Pasal 42,23,huruf-level clause,melakukan penyelesaian atau jaminan penyelesaian yang disetujui oleh pemakai tanah di atas tanah negara dan/atau pemegang hak sebagaimana dimaksud dalam Pasal 42.,True,substantive_candidate
C00880,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 43,2,,,Pasal 43 ayat 2,BAB IV,Bagian Ketiga,Paragraf 4,"Jika pemegang Izin Pemanfaatan Langsung atau pemegang Izin Panas Bumi telah memenuhi ketentuan sebagaimana dimaksud pada ayat (1), pemakai tanah di atas tanah negara dan/atau pemegang hak wajib mengizinkan pemegang Izin Pemanfaatan Langsung atau pemegang Izin Panas Bumi untuk melaksanakan pengusahaan Panas Bumi di atas tanah yang bersangkutan",49,ayat-level clause,"Jika pemegang Izin Pemanfaatan Langsung atau pemegang Izin Panas Bumi telah memenuhi ketentuan sebagaimana dimaksud pada ayat (1), pemakai tanah di atas tanah negara dan/atau pemegang hak wajib mengizinkan pemegang Izin Pemanfaatan Langsung atau pemegang Izin Panas Bumi untuk melaksanakan pengusahaan Panas Bumi di atas tanah yang bersangkutan.",True,substantive_candidate
C00881,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 44,,,,Pasal 44,BAB IV,Bagian Ketiga,Paragraf 4,"Dalam hal pemegang Izin Panas Bumi telah diberi Wilayah Kerja terhadap bidang tanah yang dipergunakan langsung untuk pengusahaan Panas Bumi dan area pengamanannya, pemegang Izin Panas Bumi diberi hak pakai atas tanah sesuai dengan ketentuan peraturan perundang-undangan",38,article-level clause,"Dalam hal pemegang Izin Panas Bumi telah diberi Wilayah Kerja terhadap bidang tanah yang dipergunakan langsung untuk pengusahaan Panas Bumi dan area pengamanannya, pemegang Izin Panas Bumi diberi hak pakai atas tanah sesuai dengan ketentuan peraturan perundang-undangan.",True,substantive_candidate
C00882,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 45,,,,Pasal 45,BAB IV,Bagian Ketiga,Paragraf 4,"Penyelesaian penggunaan tanah negara, hak atas tanah, tanah ulayat, dan/atau Kawasan Hutan sebagaimana dimaksud dalam Pasal 42 dilaksanakan sesuai dengan",21,article-level clause,"Penyelesaian penggunaan tanah negara, hak atas tanah, tanah ulayat, dan/atau Kawasan Hutan sebagaimana dimaksud dalam Pasal 42 dilaksanakan sesuai dengan",True,substantive_candidate
C00883,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 46,,,,Pasal 46,BAB IV,Bagian Ketiga,Paragraf 4,Setiap Orang dilarang menghalangi atau merintangi pengusahaan Panas Bumi yang telah memegang,12,article-level clause,Setiap Orang dilarang menghalangi atau merintangi pengusahaan Panas Bumi yang telah memegang:,True,substantive_candidate
C00884,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 46,,b,,Pasal 46 huruf b,BAB IV,Bagian Ketiga,Paragraf 4,Izin Panas Bumi dan telah menyelesaikan kewajiban sebagaimana dimaksud dalam Pasal 42,12,huruf-level clause,Izin Panas Bumi dan telah menyelesaikan kewajiban sebagaimana dimaksud dalam Pasal 42. Hak Pemegang Izin Pemanfaatan Langsung,True,substantive_candidate
C00885,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 46,,b,,Pasal 46 huruf b,BAB IV,Bagian Ketiga,Paragraf 4,Hak Pemegang Izin Pemanfaatan Langsung,5,huruf-level clause,Izin Panas Bumi dan telah menyelesaikan kewajiban sebagaimana dimaksud dalam Pasal 42. Hak Pemegang Izin Pemanfaatan Langsung,True,substantive_candidate
C00886,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 47,,,,Pasal 47,BAB V,Bagian Kesatu,Paragraf 4,Pemegang Izin Pemanfaatan Langsung berhak melakukan pengusahaan Panas Bumi sesuai dengan izin yang diberikan,14,article-level clause,Pemegang Izin Pemanfaatan Langsung berhak melakukan pengusahaan Panas Bumi sesuai dengan izin yang diberikan. Kewajiban Pemegang Izin Pemanfaatan Langsung,True,substantive_candidate
C00887,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 47,,,,Pasal 47,BAB V,Bagian Kesatu,Paragraf 4,Kewajiban Pemegang Izin Pemanfaatan Langsung,5,article-level clause,Pemegang Izin Pemanfaatan Langsung berhak melakukan pengusahaan Panas Bumi sesuai dengan izin yang diberikan. Kewajiban Pemegang Izin Pemanfaatan Langsung,True,substantive_candidate
C00888,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 48,,,,Pasal 48,BAB V,Bagian Kedua,Paragraf 4,Pemegang Izin Pemanfaatan Langsung wajib,5,article-level clause,Pemegang Izin Pemanfaatan Langsung wajib:,True,substantive_candidate
C00889,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 48,,a,,Pasal 48 huruf a,BAB V,Bagian Kedua,Paragraf 4,memahami dan menaati peraturan perundang- undangan di bidang keselamatan dan kesehatan kerja serta perlindungan dan pengelolaan lingkungan hidup dan memenuhi standar yang berlaku,23,huruf-level clause,memahami dan menaati peraturan perundang- undangan di bidang keselamatan dan kesehatan kerja serta perlindungan dan pengelolaan lingkungan hidup dan memenuhi standar yang berlaku;,True,substantive_candidate
C00890,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 48,,b,,Pasal 48 huruf b,BAB V,Bagian Kedua,Paragraf 4,"melakukan pengendalian pencemaran dan/atau kerusakan lingkungan hidup yang meliputi kegiatan pencegahan, penanggulangan, dan pemulihan fungsi lingkungan hidup",18,huruf-level clause,"melakukan pengendalian pencemaran dan/atau kerusakan lingkungan hidup yang meliputi kegiatan pencegahan, penanggulangan, dan pemulihan fungsi lingkungan hidup;",True,substantive_candidate
C00891,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 48,,c,,Pasal 48 huruf c,BAB V,Bagian Kedua,Paragraf 4,"menyampaikan rencana kerja dan rencana anggaran kepada Menteri, gubernur, atau bupati/wali kota sesuai dengan kewenangannya",16,huruf-level clause,"menyampaikan rencana kerja dan rencana anggaran kepada Menteri, gubernur, atau bupati/wali kota sesuai dengan kewenangannya; dan",True,substantive_candidate
C00892,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 48,,d,,Pasal 48 huruf d,BAB V,Bagian Kedua,Paragraf 4,"menyampaikan laporan tertulis secara berkala atas pelaksanaan rencana kerja dan rencana anggaran serta kegiatan pengusahaan Panas Bumi untuk Pemanfaatan Langsung kepada Menteri, gubernur, atau bupati/wali kota sesuai dengan kewenangannya",30,huruf-level clause,"menyampaikan laporan tertulis secara berkala atas pelaksanaan rencana kerja dan rencana anggaran serta kegiatan pengusahaan Panas Bumi untuk Pemanfaatan Langsung kepada Menteri, gubernur, atau bupati/wali kota sesuai dengan kewenangannya.",True,substantive_candidate
C00893,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 49,1,,,Pasal 49 ayat 1,BAB V,Bagian Kedua,Paragraf 4,Pemegang Izin Pemanfaatan Langsung wajib memenuhi kewajiban berupa,8,ayat-level clause,Pemegang Izin Pemanfaatan Langsung wajib memenuhi kewajiban berupa:,True,substantive_candidate
C00894,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 49,2,,,Pasal 49 ayat 2,BAB V,Bagian Kedua,Paragraf 4,Kewajiban pemenuhan pajak daerah sebagaimana dimaksud pada ayat (1) huruf b dan retribusi daerah sebagaimana dimaksud pada ayat (1) huruf c dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan,28,ayat-level clause,Kewajiban pemenuhan pajak daerah sebagaimana dimaksud pada ayat (1) huruf b dan retribusi daerah sebagaimana dimaksud pada ayat (1) huruf c dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan.,True,substantive_candidate
C00895,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 50,1,,,Pasal 50 ayat 1,BAB V,Bagian Kedua,Paragraf 4,"Setiap Orang pemegang Izin Pemanfaatan Langsung yang tidak memenuhi atau melanggar ketentuan sebagaimana dimaksud dalam Pasal 48 huruf b, huruf c, huruf d, dan/atau Pasal 49 ayat (1) dikenai sanksi administratif",32,ayat-level clause,"Setiap Orang pemegang Izin Pemanfaatan Langsung yang tidak memenuhi atau melanggar ketentuan sebagaimana dimaksud dalam Pasal 48 huruf b, huruf c, huruf d, dan/atau Pasal 49 ayat (1) dikenai sanksi administratif.",True,substantive_candidate
C00896,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 50,2,,,Pasal 50 ayat 2,BAB V,Bagian Kedua,Paragraf 4,Sanksi administratif sebagaimana dimaksud pada ayat (1) berupa,8,ayat-level clause,Sanksi administratif sebagaimana dimaksud pada ayat (1) berupa:,True,substantive_candidate
C00897,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 50,2,b,,Pasal 50 ayat 2 huruf b,BAB V,Bagian Kedua,Paragraf 4,penghentian sementara seluruh kegiatan pengusahaan Panas Bumi untuk Pemanfaatan Langsung,10,huruf-level clause,penghentian sementara seluruh kegiatan pengusahaan Panas Bumi untuk Pemanfaatan Langsung; dan/atau,True,substantive_candidate
C00898,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 50,2,c,,Pasal 50 ayat 2 huruf c,BAB V,Bagian Kedua,Paragraf 4,pencabutan Izin Pemanfaatan Langsung,4,huruf-level clause,pencabutan Izin Pemanfaatan Langsung.,True,substantive_candidate
C00899,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 50,3,,,Pasal 50 ayat 3,BAB V,Bagian Kedua,Paragraf 4,Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi administratif sebagaimana dimaksud pada ayat,13,ayat-level clause,Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi administratif sebagaimana dimaksud pada ayat,True,substantive_candidate
C00900,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 50,1,,,Pasal 50 ayat 1,BAB V,Bagian Kedua,Paragraf 4,dan ayat (2) diatur dalam Peraturan Pemerintah,7,ayat-level clause,dan ayat (2) diatur dalam Peraturan Pemerintah. Hak Pemegang Izin Panas Bumi,True,substantive_candidate
C00901,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 50,1,,,Pasal 50 ayat 1,BAB V,Bagian Kedua,Paragraf 4,Hak Pemegang Izin Panas Bumi,5,ayat-level clause,dan ayat (2) diatur dalam Peraturan Pemerintah. Hak Pemegang Izin Panas Bumi,True,substantive_candidate
C00902,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 51,,,,Pasal 51,BAB V,Bagian Ketiga,Paragraf 4,Pemegang Izin Panas Bumi berhak,5,article-level clause,Pemegang Izin Panas Bumi berhak:,True,substantive_candidate
C00903,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 51,,a,,Pasal 51 huruf a,BAB V,Bagian Ketiga,Paragraf 4,"melakukan pengusahaan Panas Bumi untuk Pemanfaatan Tidak Langsung yang berupa Eksplorasi, Eksploitasi, dan pemanfaatan di Wilayah Kerjanya sesuai dengan Izin Panas Bumi yang diberikan",24,huruf-level clause,"melakukan pengusahaan Panas Bumi untuk Pemanfaatan Tidak Langsung yang berupa Eksplorasi, Eksploitasi, dan pemanfaatan di Wilayah Kerjanya sesuai dengan Izin Panas Bumi yang diberikan;",True,substantive_candidate
C00904,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 51,,b,,Pasal 51 huruf b,BAB V,Bagian Ketiga,Paragraf 4,menggunakan data dan informasi selama jangka waktu berlakunya Izin Panas Bumi di Wilayah Kerjanya,14,huruf-level clause,menggunakan data dan informasi selama jangka waktu berlakunya Izin Panas Bumi di Wilayah Kerjanya. Kewajiban Pemegang Izin Panas Bumi,True,substantive_candidate
C00905,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 51,,b,,Pasal 51 huruf b,BAB V,Bagian Ketiga,Paragraf 4,Kewajiban Pemegang Izin Panas Bumi,5,huruf-level clause,menggunakan data dan informasi selama jangka waktu berlakunya Izin Panas Bumi di Wilayah Kerjanya. Kewajiban Pemegang Izin Panas Bumi,True,substantive_candidate
C00906,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,,,Pasal 52 ayat 1,BAB V,Bagian Keempat,Paragraf 4,Pemegang Izin Panas Bumi wajib,5,ayat-level clause,Pemegang Izin Panas Bumi wajib:,True,substantive_candidate
C00907,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,a,,Pasal 52 ayat 1 huruf a,BAB V,Bagian Keempat,Paragraf 4,memahami dan menaati peraturan perundang- undangan di bidang keselamatan dan kesehatan kerja serta perlindungan dan pengelolaan lingkungan hidup dan memenuhi standar yang berlaku,23,huruf-level clause,memahami dan menaati peraturan perundang- undangan di bidang keselamatan dan kesehatan kerja serta perlindungan dan pengelolaan lingkungan hidup dan memenuhi standar yang berlaku;,True,substantive_candidate
C00908,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,b,,Pasal 52 ayat 1 huruf b,BAB V,Bagian Keempat,Paragraf 4,"melakukan pengendalian pencemaran dan/atau kerusakan lingkungan hidup yang meliputi kegiatan pencegahan, penanggulangan, dan pemulihan fungsi lingkungan hidup",18,huruf-level clause,"melakukan pengendalian pencemaran dan/atau kerusakan lingkungan hidup yang meliputi kegiatan pencegahan, penanggulangan, dan pemulihan fungsi lingkungan hidup;",True,substantive_candidate
C00909,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,c,,Pasal 52 ayat 1 huruf c,BAB V,Bagian Keempat,Paragraf 4,"melaksanakan Eksplorasi, Eksploitasi, dan pemanfaatan sesuai dengan kaidah teknis yang baik dan benar",13,huruf-level clause,"melaksanakan Eksplorasi, Eksploitasi, dan pemanfaatan sesuai dengan kaidah teknis yang baik dan benar;",True,substantive_candidate
C00910,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,d,,Pasal 52 ayat 1 huruf d,BAB V,Bagian Keempat,Paragraf 4,"mengutamakan pemanfaatan barang, jasa, serta kemampuan rekayasa dan rancang bangun dalam negeri secara transparan dan bersaing",16,huruf-level clause,"mengutamakan pemanfaatan barang, jasa, serta kemampuan rekayasa dan rancang bangun dalam negeri secara transparan dan bersaing;",True,substantive_candidate
C00911,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,e,,Pasal 52 ayat 1 huruf e,BAB V,Bagian Keempat,Paragraf 4,memberikan dukungan terhadap kegiatan penelitian dan pengembangan ilmu pengetahuan dan teknologi Panas Bumi,13,huruf-level clause,memberikan dukungan terhadap kegiatan penelitian dan pengembangan ilmu pengetahuan dan teknologi Panas Bumi;,True,substantive_candidate
C00912,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,f,,Pasal 52 ayat 1 huruf f,BAB V,Bagian Keempat,Paragraf 4,"memberikan dukungan terhadap kegiatan penciptaan, pengembangan kompetensi, dan pembinaan sumber daya manusia di bidang Panas Bumi",16,huruf-level clause,"memberikan dukungan terhadap kegiatan penciptaan, pengembangan kompetensi, dan pembinaan sumber daya manusia di bidang Panas Bumi;",True,substantive_candidate
C00913,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,g,,Pasal 52 ayat 1 huruf g,BAB V,Bagian Keempat,Paragraf 4,melaksanakan program pengembangan dan pemberdayaan masyarakat setempat,7,huruf-level clause,melaksanakan program pengembangan dan pemberdayaan masyarakat setempat;,True,substantive_candidate
C00914,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,h,,Pasal 52 ayat 1 huruf h,BAB V,Bagian Keempat,Paragraf 4,"menyampaikan rencana jangka panjang Eksplorasi, Eksploitasi, dan pemanfaatan kepada Menteri yang mencakup rencana kegiatan dan rencana anggaran serta menyampaikan besarnya cadangan",21,huruf-level clause,"menyampaikan rencana jangka panjang Eksplorasi, Eksploitasi, dan pemanfaatan kepada Menteri yang mencakup rencana kegiatan dan rencana anggaran serta menyampaikan besarnya cadangan;",True,substantive_candidate
C00915,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,i,,Pasal 52 ayat 1 huruf i,BAB V,Bagian Keempat,Paragraf 4,menyelenggarakan pembukuan atau pencatatan dengan memperhatikan itikad baik dan mencerminkan keadaan atau kegiatan usaha yang sebenarnya,16,huruf-level clause,menyelenggarakan pembukuan atau pencatatan dengan memperhatikan itikad baik dan mencerminkan keadaan atau kegiatan usaha yang sebenarnya; dan,True,substantive_candidate
C00916,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,j,,Pasal 52 ayat 1 huruf j,BAB V,Bagian Keempat,Paragraf 4,menyampaikan laporan tertulis pengusahaan Panas Bumi untuk Pemanfaatan Tidak Langsung kepada Menteri secara berkala atas,15,huruf-level clause,menyampaikan laporan tertulis pengusahaan Panas Bumi untuk Pemanfaatan Tidak Langsung kepada Menteri secara berkala atas:,True,substantive_candidate
C00917,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,j,1,Pasal 52 ayat 1 huruf j angka 1,BAB V,Bagian Keempat,Paragraf 4,rencana kerja dan rencana anggaran,5,angka-level clause,rencana kerja dan rencana anggaran; dan,True,substantive_candidate
C00918,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,1,j,2,Pasal 52 ayat 1 huruf j angka 2,BAB V,Bagian Keempat,Paragraf 4,realisasi pelaksanaan rencana kerja dan rencana anggaran,7,angka-level clause,realisasi pelaksanaan rencana kerja dan rencana anggaran.,True,substantive_candidate
C00919,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 52,2,,,Pasal 52 ayat 2,BAB V,Bagian Keempat,Paragraf 4,Ketentuan lebih lanjut mengenai kewajiban pemegang Izin Panas Bumi sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Pemerintah,18,ayat-level clause,Ketentuan lebih lanjut mengenai kewajiban pemegang Izin Panas Bumi sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Pemerintah.,True,substantive_candidate
C00920,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 53,1,,,Pasal 53 ayat 1,BAB V,Bagian Keempat,Paragraf 4,Pemegang Izin Panas Bumi wajib memberikan bonus produksi kepada Pemerintah Daerah yang wilayah administratifnya meliputi Wilayah Kerja yang bersangkutan berdasarkan persentase tertentu dari pendapatan kotor sejak unit pertama berproduksi secara komersial,31,ayat-level clause,Pemegang Izin Panas Bumi wajib memberikan bonus produksi kepada Pemerintah Daerah yang wilayah administratifnya meliputi Wilayah Kerja yang bersangkutan berdasarkan persentase tertentu dari pendapatan kotor sejak unit pertama berproduksi secara komersial.,True,substantive_candidate
C00921,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 53,2,,,Pasal 53 ayat 2,BAB V,Bagian Keempat,Paragraf 4,Ketentuan mengenai besaran dan tata cara pemberian bonus produksi sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan Pemerintah,18,ayat-level clause,Ketentuan mengenai besaran dan tata cara pemberian bonus produksi sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan Pemerintah.,True,substantive_candidate
C00922,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,1,,,Pasal 54 ayat 1,BAB V,Bagian Keempat,Paragraf 4,Pemegang Izin Panas Bumi wajib memenuhi kewajiban berupa pendapatan negara dan pendapatan daerah,13,ayat-level clause,Pemegang Izin Panas Bumi wajib memenuhi kewajiban berupa pendapatan negara dan pendapatan daerah.,True,substantive_candidate
C00923,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,2,,,Pasal 54 ayat 2,BAB V,Bagian Keempat,Paragraf 4,Pendapatan negara sebagaimana dimaksud pada ayat,6,ayat-level clause,Pendapatan negara sebagaimana dimaksud pada ayat,True,substantive_candidate
C00924,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,1,,,Pasal 54 ayat 1,BAB V,Bagian Keempat,Paragraf 4,terdiri atas penerimaan pajak dan penerimaan negara bukan pajak,9,ayat-level clause,terdiri atas penerimaan pajak dan penerimaan negara bukan pajak.,True,substantive_candidate
C00925,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,3,,,Pasal 54 ayat 3,BAB V,Bagian Keempat,Paragraf 4,Penerimaan pajak sebagaimana dimaksud pada ayat,6,ayat-level clause,Penerimaan pajak sebagaimana dimaksud pada ayat,True,substantive_candidate
C00926,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,2,,,Pasal 54 ayat 2,BAB V,Bagian Keempat,Paragraf 4,"terdiri atas pajak yang menjadi kewenangan Pemerintah, bea masuk, dan pajak dalam rangka impor sesuai dengan ketentuan peraturan perundang- undangan",20,ayat-level clause,"terdiri atas pajak yang menjadi kewenangan Pemerintah, bea masuk, dan pajak dalam rangka impor sesuai dengan ketentuan peraturan perundang- undangan.",True,substantive_candidate
C00927,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,4,,,Pasal 54 ayat 4,BAB V,Bagian Keempat,Paragraf 4,Penerimaan negara bukan pajak sebagaimana dimaksud pada ayat (2) terdiri atas,11,ayat-level clause,Penerimaan negara bukan pajak sebagaimana dimaksud pada ayat (2) terdiri atas:,True,substantive_candidate
C00928,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,4,c,,Pasal 54 ayat 4 huruf c,BAB V,Bagian Keempat,Paragraf 4,pungutan negara lainnya sesuai dengan ketentuan peraturan perundang-undangan,9,huruf-level clause,pungutan negara lainnya sesuai dengan ketentuan peraturan perundang-undangan.,True,substantive_candidate
C00929,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,5,,,Pasal 54 ayat 5,BAB V,Bagian Keempat,Paragraf 4,Pendapatan daerah sebagaimana dimaksud pada ayat,6,ayat-level clause,Pendapatan daerah sebagaimana dimaksud pada ayat,True,substantive_candidate
C00930,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,1,c,,Pasal 54 ayat 1 huruf c,BAB V,Bagian Keempat,Paragraf 4,pendapatan lain yang sah berdasarkan ketentuan peraturan perundang-undangan,9,huruf-level clause,pendapatan lain yang sah berdasarkan ketentuan peraturan perundang-undangan.,True,substantive_candidate
C00931,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,6,,,Pasal 54 ayat 6,BAB V,Bagian Keempat,Paragraf 4,Jenis dan tarif atas jenis penerimaan negara bukan pajak sebagaimana dimaksud pada ayat (4) serta pendapatan daerah sebagaimana dimaksud pada ayat,21,ayat-level clause,Jenis dan tarif atas jenis penerimaan negara bukan pajak sebagaimana dimaksud pada ayat (4) serta pendapatan daerah sebagaimana dimaksud pada ayat,True,substantive_candidate
C00932,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 54,5,,,Pasal 54 ayat 5,BAB V,Bagian Keempat,Paragraf 4,huruf a dan huruf b dilaksanakan sesuai dengan,8,ayat-level clause,huruf a dan huruf b dilaksanakan sesuai dengan,True,substantive_candidate
C00933,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 55,,,,Pasal 55,BAB V,Bagian Keempat,Paragraf 4,Pemerintah dapat memberikan kemudahan fiskal dan nonfiskal kepada Badan Usaha untuk mengembangkan dan memanfaatkan Panas Bumi sesuai dengan ketentuan peraturan perundang-undangan,22,article-level clause,Pemerintah dapat memberikan kemudahan fiskal dan nonfiskal kepada Badan Usaha untuk mengembangkan dan memanfaatkan Panas Bumi sesuai dengan ketentuan peraturan perundang-undangan.,True,substantive_candidate
C00934,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 56,1,,,Pasal 56 ayat 1,BAB V,Bagian Keempat,Paragraf 4,"Badan Usaha pemegang Izin Panas Bumi yang tidak memenuhi atau melanggar ketentuan sebagaimana dimaksud dalam Pasal 52 ayat (1) huruf b, huruf c, huruf d, huruf g, huruf h, huruf i",31,ayat-level clause,"Badan Usaha pemegang Izin Panas Bumi yang tidak memenuhi atau melanggar ketentuan sebagaimana dimaksud dalam Pasal 52 ayat (1) huruf b, huruf c, huruf d, huruf g, huruf h, huruf i, dan huruf j, Pasal 53 ayat (1), dan/atau Pasal 54 ayat (1) dan ayat (4) dikenai sanksi administratif.",True,substantive_candidate
C00935,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 56,1,,,Pasal 56 ayat 1,BAB V,Bagian Keempat,Paragraf 4,"dan huruf j, Pasal 53 ayat (1)",7,ayat-level clause,"Badan Usaha pemegang Izin Panas Bumi yang tidak memenuhi atau melanggar ketentuan sebagaimana dimaksud dalam Pasal 52 ayat (1) huruf b, huruf c, huruf d, huruf g, huruf h, huruf i, dan huruf j, Pasal 53 ayat (1), dan/atau Pasal 54 ayat (1) dan ayat (4) dikenai sanksi administratif.",True,substantive_candidate
C00936,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 56,1,,,Pasal 56 ayat 1,BAB V,Bagian Keempat,Paragraf 4,dan/atau Pasal 54 ayat (1) dan ayat (4) dikenai sanksi administratif,12,ayat-level clause,"Badan Usaha pemegang Izin Panas Bumi yang tidak memenuhi atau melanggar ketentuan sebagaimana dimaksud dalam Pasal 52 ayat (1) huruf b, huruf c, huruf d, huruf g, huruf h, huruf i, dan huruf j, Pasal 53 ayat (1), dan/atau Pasal 54 ayat (1) dan ayat (4) dikenai sanksi administratif.",True,substantive_candidate
C00937,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 56,2,,,Pasal 56 ayat 2,BAB V,Bagian Keempat,Paragraf 4,Sanksi administratif sebagaimana dimaksud pada ayat (1) berupa,8,ayat-level clause,Sanksi administratif sebagaimana dimaksud pada ayat (1) berupa:,True,substantive_candidate
C00938,UU21_2014,UU No. 21 Tahun 2014,Law,2014,Pasal 56,2,b,,Pasal 56 ayat 2 huruf b,BAB V,Bagian Keempat,Paragraf 4,"penghentian sementara seluruh kegiatan Eksplorasi, Eksploitasi, dan pemanfaatan",8,huruf-level clause,"penghentian sementara seluruh kegiatan Eksplorasi, Eksploitasi, dan pemanfaatan; dan/atau",True,substantive_candidate
